Gene,Fold Change
2900052N01Rik,-1.221
Ppp3ca,1.2209
Agps,-1.2208
Tet3,1.2208
Shisa5,1.2208
Fbxo28,1.2208
Traf6,-1.2207
Hspb8,1.2207
Ahcy,-1.2207
Rnf214,-1.2207
Prmt8,-1.2206
Ago2,1.2205
Nrxn1,-1.2205
Ntm,-1.2204
Kcnh5,1.2203
Kbtbd11,1.2203
Nfkb2,1.2203
Ankrd11,1.2202
Hipk2,-1.2202
Cotl1,-1.2202
Csf1r,-1.22
Pex11g,1.22
Epm2aip1,-1.22
Numa1,1.2199
Rbm43,-1.2199
Ccdc39,-1.2198
Trove2,-1.2198
2810004N23Rik,-1.2198
Cdk19,1.2197
Ier5,1.2197
Aldh6a1,-1.2197
Tex264,1.2196
BB227164,1.2196
Siglech,-1.2196
Adgrl1,1.2195
Angel1,1.2195
Txnrd2,1.2195
Sec23a,-1.2195
Fgf17,1.2191
Sf1,1.2191
Cap2,1.2191
Gab2,-1.2191
Ccnd2,1.219
Nsun4,-1.2189
Lmbrd1,1.2189
Kcnq2,1.2189
BB284000,1.2188
Riox2,-1.2187
Fam168b,1.2187
BB066458,1.2186
Zfp106,1.2186
D6Ertd588e,1.2184
Tmem30c,1.2184
Kcnn1,1.2184
Kcng1,1.2183
Elac1,-1.2183
Ccdc93,-1.2182
Slc25a27,1.2182
Cdk5,1.2182
BB308208,-1.2181
Pycrl,-1.2181
C80012,1.2181
Cmtm4,-1.218
Tollip,-1.2179
2610005L07Rik,-1.2179
Slc19a1,1.2179
Ahsa1,1.2178
Zfp2,-1.2177
Cplx1,-1.2177
Gucy1a1,1.2176
Cdc42se2,1.2176
Sumf1,-1.2176
Bag4,-1.2175
Rpe,-1.2175
Katnal1,-1.2175
1444947_at,1.2174
1447322_at,1.2174
Zfp451,-1.2174
Kcng2,1.2173
Rundc3a,-1.2173
AW123022,-1.2172
Fn3krp,-1.217
Map2k2,1.217
Tmem70,-1.217
Gemin8,-1.2169
Trim43a,-1.2169
Rgs16,1.2169
5430402O13Rik,1.2168
Sh2b1,1.2167
Fam181b,-1.2167
Caprin1,-1.2167
Gatb,-1.2166
4831440E17Rik,-1.2166
Tnip2,-1.2165
Cryl1,-1.2164
Ift172,1.2164
1431560_at,1.2164
Arfgap1,1.2164
Ppp4r1l-ps,-1.2163
Hdac4,1.2163
Cacng6,-1.2162
Coro2b,-1.2162
Mta3,-1.2162
BB292344,1.2162
Ccdc65,-1.2162
Rps3,-1.2161
Trmt13,-1.2161
Dstn,-1.2161
BB130444,1.216
Peak1,1.216
Kptn,1.216
Dph5,-1.2159
Tm7sf2,-1.2159
Crlf3,-1.2158
St3gal2,1.2158
Unc13c,1.2158
Selenos,-1.2157
BB662083,1.2157
Upb1,1.2157
Cep97,-1.2157
BB764479,1.2156
Ptpra,-1.2156
Garem1,-1.2156
Yars2,-1.2155
AI550443,-1.2155
Tiam2,-1.2154
Bzw2,-1.2154
Gadl1,1.2154
BB251113,1.2153
Map4k5,-1.2153
B230214O09Rik,-1.2152
Selenoi,1.2152
Ndst1,-1.2149
Cep97,-1.2149
Rbm3,-1.2148
Atp1b1,-1.2148
Eif3a,-1.2148
Actr8,1.2147
Gpkow,-1.2147
Mccc2,-1.2146
1440123_at,-1.2145
Trim9,-1.2144
Rex1bd,1.2144
Zfp651,1.2144
Prox1,-1.2144
Celsr1,1.2143
AA388235,-1.2143
Nfya,-1.2142
Tspan13,-1.2142
Hnrnpa1,-1.2142
Glrx2,-1.2141
Elavl3,-1.2141
Snap47,-1.214
Cep44,-1.214
Hif1a,1.214
Bcap31,1.214
C230085N15Rik,-1.2139
Tjap1,1.2139
Nup54,-1.2139
Rims4,1.2138
Stx6,1.2138
Gopc,-1.2138
Gria4,-1.2136
Sema6b,1.2136
Rnf149,-1.2136
Aimp2,1.2135
Vps26b,-1.2134
Zfyve28,-1.2133
Actl6b,1.2133
Kcnq4,1.2133
Rad18,-1.2132
Hspe1,-1.2132
Add1,1.2132
AI848149,1.2131
Rab23,-1.2131
Blvrb,-1.2131
Synrg,1.213
Odf3b,1.213
BB265488,-1.2129
Fmnl1,1.2129
Asb8,1.2129
Rps6kl1,1.2129
Smim14,1.2128
Zfc3h1,1.2127
Zfpm2,1.2126
B230110C06Rik,1.2126
5330421C15Rik,1.2126
Cog2,1.2126
Wwox,1.2126
Bace1,-1.2126
BG064384,1.2125
Tfap2d,1.2124
2810427A07Rik,-1.2124
Sf3a1,1.2123
Trim26,1.2122
Pnrc2,-1.2122
B4galt6,-1.2122
AW557641,1.2121
Casp9,1.2121
Srsf3,-1.212
Srsf10,-1.212
Fam221a,-1.2119
Rnf6,-1.2118
Slc39a3,1.2118
Cntn1,1.2118
Ctsd,1.2118
BB235437,1.2118
Ccnd2,1.2117
Mcl1,-1.2117
Gm2762,-1.2116
Mm.441107,1.2116
Atp6v0a2,1.2116
Tsc22d1,1.2114
Igh-V7183,1.2114
Ccne1,-1.2114
Mm.422307,-1.2114
Abhd13,-1.2113
4930513N20Rik,1.2112
Clock,1.2112
Gm15573,-1.2111
Snx3,1.2111
Myo9a,1.2111
Bmx,1.211
Mknk2,1.211
Nfib,1.211
Atxn10,-1.211
Pitpnm3,1.2109
Acvr1,1.2109
Asah1,1.2109
Kcnmb4,-1.2108
AI645535,1.2106
Rab11fip4,1.2106
Slc25a5,-1.2106
Chmp3,1.2105
A930011E06Rik,1.2105
Mirlet7d,1.2105
Hgh1,-1.2105
Laptm5,-1.2104
BM502719,1.2104
9230118N17Rik,1.2103
2310061I04Rik,-1.2103
Med11,-1.2102
Kcna2,1.2102
Tia1,-1.21
Naa50,1.21
BM116859,1.21
Mm.101910,1.21
Nt5dc2,-1.21
Banf1,-1.2099
Hbp1,-1.2099
Camsap1,1.2098
Pdpk1,1.2098
Rit1,-1.2098
Nprl2,-1.2096
Mall,1.2096
Fbxo30,-1.2096
Ttc19,-1.2096
1447003_at,1.2095
Flnb,1.2095
Ammecr1l,-1.2095
Lztfl1,-1.2094
Sfxn1,-1.2094
Smap1,-1.2093
St3gal5,1.2093
Scfd2,-1.2093
Zfp608,1.2091
Adam11,1.2091
Kng1,1.2091
Armcx2,-1.209
Prpf38b,-1.209
Mmp24,1.2089
Stx1b,1.2089
Rai2,1.2088
Twf1,-1.2088
Med1,-1.2087
Gm5617,1.2087
Atg5,-1.2087
Cers4,-1.2086
Pigk,1.2086
Slc26a3,1.2086
Rcc2,1.2086
Marveld1,1.2086
Ccdc136,-1.2085
Cisd1,-1.2085
Htr2b,1.2085
Nus1,-1.2085
2810004N23Rik,-1.2084
Cwf19l1,-1.2084
Coa6,1.2084
Dnlz,1.2084
Tigar,1.2083
Uggt2,1.2083
Gm17066,-1.2083
Rusc1,1.2082
Pum2,1.2082
Usp7,1.2082
Zcchc6,1.2081
Serpina3g,1.208
Cbx1,-1.208
Nceh1,-1.2079
Tmem175,-1.2079
Ubc,1.2078
Zfp128,-1.2078
Fndc10,1.2077
Snord104,-1.2077
Ube2w,-1.2076
Wbp11,-1.2076
Chkb,1.2076
Gbe1,1.2075
Rnf43,-1.2075
Zfp688,-1.2075
Zfp821,1.2074
Erh,-1.2074
Mtg1,-1.2073
Ncs1,-1.2073
Eif2ak1,1.2073
Tmed2,1.2073
Ppat,-1.2073
Vcan,1.2071
Ube3b,1.2071
Dlg4,-1.207
Kcnj3,-1.207
Commd1,-1.2069
Got2,1.2069
Tex36,1.2069
5031439G07Rik,1.2069
Bcr,1.2069
AU019157,1.2069
Ralgapa1,-1.2069
BM239932,-1.2069
Far2,-1.2068
1430702_at,1.2067
Ank3,1.2067
Lsm6,1.2066
Kcnk3,1.2066
Ctxn1,1.2065
BB456860,-1.2064
Vrk1,-1.2064
Edem2,1.2063
Ccdc85b,1.2063
Rgs7bp,-1.2062
Klk1b9,1.2062
1110051M20Rik,-1.2061
Igsf11,-1.2061
Ptpn5,1.2061
Lzts2,1.2061
Rin1,-1.2061
Mtx3,-1.2061
Skida1,-1.206
Leprotl1,1.206
Pcdh12,1.206
Sorbs2,1.206
Atxn7l3b,-1.206
Zfp729a,-1.2059
Sort1,1.2059
Ssr1,1.2058
1446608_at,-1.2058
Zfp644,-1.2057
Gpr27,1.2056
Clns1a,-1.2055
Deptor,1.2055
Cd276,1.2055
Mvp,1.2055
1445110_at,-1.2054
Tspan8,1.2053
Pop5,1.2053
Gm4285,-1.2052
BB126042,1.2052
Zc3h12c,-1.2052
Nuf2,-1.2051
7-Mar,1.2051
Xpot,-1.205
Mcur1,1.205
Usp44,1.205
1447281_at,1.2049
Agrn,1.2049
Gpr135,1.2049
Aldoa,1.2049
Mfsd14a,-1.2048
1700007L15Rik,1.2048
4930480K23Rik,1.2048
AW456291,1.2046
Btg4,1.2046
Brd8,1.2046
Dynlt3,-1.2046
Dtnbp1,-1.2045
Larp4,-1.2045
Mm.25466,1.2045
Usp40,-1.2045
Ndn,-1.2045
Nmt1,-1.2045
Ap3b1,-1.2044
Zfp532,-1.2044
Hspa2,-1.2044
Msh6,-1.2043
Mrpl48,1.2043
Ttll11,-1.2043
Lztfl1,1.2042
BG074862,-1.2041
Trim24,-1.2041
Dynll2,1.2041
Ubox5,1.204
Nrde2,1.2039
Akip1,-1.2039
Ssh1,1.2038
Rgs2,1.2038
Klhl28,-1.2038
BB393194,-1.2037
Atxn2,1.2037
E330009J07Rik,1.2037
Etv6,-1.2036
BE979116,-1.2036
4930518J20Rik,1.2036
Erc1,-1.2035
Mocs3,1.2035
Gm10421,-1.2035
Dock4,-1.2035
AL118430,1.2034
Tmed9,-1.2034
Xrcc2,1.2033
Pnpt1,-1.2033
Cadm1,-1.2032
1810022K09Rik,-1.2032
5730407I07Rik,1.2032
Rnf38,-1.2032
BM204661,1.2031
Tmem209,-1.2031
Ssr3,-1.203
Mm.412397,-1.2029
Eno1,1.2029
Tcrb-J,1.2028
Acot9,1.2027
4930429N05Rik,1.2026
Zfp597,-1.2026
Bnip2,1.2023
Slc24a3,1.2023
Pip5k1c,1.2022
Grina,-1.2021
Ankrd13c,-1.2021
Zfp236,-1.202
Asf1a,-1.202
Map4,-1.202
Edc3,1.202
Stx7,1.202
Mt2,-1.202
C030005H24Rik,-1.2019
1444333_at,1.2018
Ppp1cc,1.2018
Sdr39u1,1.2018
Xpr1,-1.2018
1-Mar,1.2017
Gar1,-1.2017
Sez6l2,-1.2017
Mfsd11,-1.2017
Ncor1,-1.2016
Akt2,1.2016
Wdpcp,-1.2016
Tnfsf12,1.2015
Zfp768,1.2015
Cep55,1.2015
Ndp,-1.2015
Smarcal1,-1.2015
Tgoln1,1.2014
Tpcn1,1.2014
Myl12b,-1.2014
Uck2,-1.2014
Lmbr1,-1.2013
Prdx2,-1.2012
Abhd17a,1.2011
Cerk,1.2011
Tmem268,1.2009
Fbxo33,1.2009
Rtn4,-1.2008
Arhgef4,-1.2008
Dclk2,-1.2007
Zfp418,-1.2007
Mrpl21,1.2007
Rnft1,1.2007
4933432I09Rik,1.2006
Hibadh,-1.2006
Tmod4,1.2005
Fyn,-1.2004
BB350720,-1.2004
6720475J19Rik,1.2002
Gfpt2,1.2002
Kcnk10,1.2001
AU015559,1.2001
Khdrbs1,-1.2001
Nsun5,1.2
Rragc,1.2
